,id,name,text,len,processed,title1
25,1163,AP_Lung_Kidney, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap lung kidney AP_Lung_Kidney,14,"['AP_Lung_Kidney', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression', 'public']",['AP_Lung_Kidney']
26,1136,AP_Lung_Uterus, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap lung uterus AP_Lung_Uterus,14,"['AP_Lung_Uterus', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression', 'public']",['AP_Lung_Uterus']
27,1147,AP_Omentum_Kidney, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap omentum kidney AP_Omentum_Kidney,17,"['AP_Omentum_Kidney', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression', 'public', 'kidney']",['AP_Omentum_Kidney']
28,1132,AP_Omentum_Lung, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap omentum lung AP_Omentum_Lung,15,"['AP_Omentum_Lung', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression', 'public', 'lung']",['AP_Omentum_Lung']
29,1156,AP_Omentum_Ovary, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap omentum ovary AP_Omentum_Ovary,16,"['AP_Omentum_Ovary', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression', 'public']",['AP_Omentum_Ovary']
30,1125,AP_Omentum_Prostate, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap omentum prostate AP_Omentum_Prostate,19,"['AP_Omentum_Prostate', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression', 'public', 'prostate', 'ap_omentum_prostate']",['AP_Omentum_Prostate']
31,1124,AP_Omentum_Uterus, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap omentum uterus AP_Omentum_Uterus,17,"['AP_Omentum_Uterus', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression', 'public', 'uterus']",['AP_Omentum_Uterus']
32,1149,AP_Ovary_Kidney, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap ovary kidney AP_Ovary_Kidney,15,"['AP_Ovary_Kidney', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression', 'public', 'kidney']",['AP_Ovary_Kidney']
33,1140,AP_Ovary_Lung, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap ovary lung AP_Ovary_Lung,13,"['AP_Ovary_Lung', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression', 'public']",['AP_Ovary_Lung']
34,1162,AP_Ovary_Uterus, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap ovary uterus AP_Ovary_Uterus,15,"['AP_Ovary_Uterus', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression', 'public', 'uterus']",['AP_Ovary_Uterus']
35,1144,AP_Prostate_Kidney, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap prostate kidney AP_Prostate_Kidney,18,"['AP_Prostate_Kidney', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression', 'prostate', 'kidney']",['AP_Prostate_Kidney']
36,1155,AP_Prostate_Lung, gemler provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms  they can be used for estimation of different quality metrics  e g  accuracy  precision  area under roc curve  etc   for classification  feature selection or clustering algorithms   this repository was inspired by an increasing need in machine learning   bioinformatics communities for a collection of microarray classification problems that could be used by different researches  this way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems   origin of data  each gene expression sample in gemler repository comes from a large publicly available expo  expression project for oncology  repository by international genomics consortium   the goal of expo and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples  the tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction  the availability of this information translates into direct benefits for patients  researchers and pharma alike   source  expo website although there are various other sources of gene expression data available  a decision to use data from expo repository was made because of    consistency of tissue samples processing procedure   same microarray platform used for all samples   availability of additional information for combined genotype phenotype studies   availability of a large number of samples for different tumor types  in case of publishing material based on gemler datasets  then  please note the assistance you received by using this repository  this will help others to obtain the same datasets and replicate your experiments  please cite as follows when referring to this repository   stiglic  g     kokol  p          stability of ranked gene lists in large microarray analysis studies  journal of biomedicine biotechnology                 you are also welcome to acknowledge the contribution of expo  expression project for oncology  and international genomics consortium for providing their gene expression samples to the public  ap prostate lung AP_Prostate_Lung,16,"['AP_Prostate_Lung', 'collection', 'gene', 'expression', 'gene', 'expression', 'machine', 'estimation', 'quality', 'metric_accuracy', 'area', 'curve', 'selection', 'algorithm', 'repository', 'need', 'machine', 'bioinformatic_community', 'collection', 'research', 'way', 'selection', 'technique_origin', 'gene', 'expression', 'gemler', 'repository', 'expo', 'expression', 'oncology', 'repository', 'goal', 'expo', 'consortium_supporter', 'procure_tissue', 'condition', 'gene', 'expression', 'analysis', 'tumor', 'tumor', 'outcome', 'domain', 'property_restriction', 'availability_benefit', 'patient', 'researcher_pharma', 'expo', 'website', 'gene', 'expression', 'decision', 'expo', 'repository', 'consistency_tissue', 'procedure_microarray', 'platform', 'availability_phenotype', 'availability', 'tumor', 'case', 'material_gemler', 'assistance', 'repository', 'kokol_stability', 'gene', 'list', 'analysis', 'contribution', 'expo', 'expression', 'oncology', 'gene', 'expression']",['AP_Prostate_Lung']
